A&ntilde;o,Mes,Producto,Monto Presupuestado,Monto Presupuestado Realizado,Monto Presupuestado No Realizado,Estado  
		2011,1,Espacio en web 120x120 (1 mes),1000,,1000,Realizados : 0  Pendientes : 1  
		
